DATE1,DAY_OF_WEEK,SITE_NAME,TOWN,WATERBODY,INSPECTOR_ID,PAY_VOL,SHIFT_START,TRAILERS,SHIFT_END,SHIFT_LENGTH,TOTALINSP,PRCP,TMAX,TMIN,DATE,month,year,SHIFT_START_CATEGORY,SHIFT_END_CATEGORY,ID_COUNT,holiday
2022-08-05,Fri,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5644,Paid,1900-01-01 13:00:00,1.0,2023-12-05 19:00:00,360,9.0,0.0,94.0,71.0,2022-08-05,8,2022,Afternoon,Evening,21,0
2022-08-05,Fri,Whippoorwill Road,Litchfield,Woodbury Pond,5671,Paid,1900-01-01 13:00:00,5.0,2023-12-05 19:00:00,360,10.0,0.0,94.0,71.0,2022-08-05,8,2022,Afternoon,Evening,26,0
2022-08-05,Fri,Thorofare Rd,Litchfield,Pleasant Pond,5586,Paid,1900-01-01 12:00:00,1.0,2023-12-05 18:00:00,360,13.0,0.0,94.0,71.0,2022-08-05,8,2022,Afternoon,Evening,33,0
2022-08-05,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 04:45:00,,2023-12-05 07:05:00,140,2.0,0.0,94.0,71.0,2022-08-05,8,2022,Early Morning,Early Morning,65,0
2022-08-05,Fri,Wilson Pond Road,Monmouth,Wilson Pond,5706,Volunteer,1900-01-01 06:10:00,2.0,2023-12-05 08:30:00,140,0.0,0.0,94.0,71.0,2022-08-05,8,2022,Early Morning,Early Morning,15,0
2022-08-05,Fri,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4174,Paid,1900-01-01 12:00:00,,2023-12-05 18:00:00,360,6.0,0.0,94.0,71.0,2022-08-05,8,2022,Afternoon,Evening,131,0
2022-08-05,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,2169,Paid,1900-01-01 13:00:00,6.0,2023-12-05 19:00:00,360,29.0,0.0,94.0,71.0,2022-08-05,8,2022,Afternoon,Evening,59,0
2022-08-06,Sat,Old Kents Hill Road,Readfield,Torsey Lake,1394,Volunteer,1900-01-01 13:00:00,2.0,2023-12-05 15:00:00,120,0.0,0.0,91.0,70.0,2022-08-06,8,2022,Afternoon,Late Afternoon,11,0
2022-08-06,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5580,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,39.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Afternoon,77,0
2022-08-06,Sat,Wilson Pond Road,Monmouth,Wilson Pond,3504,Paid,1900-01-01 07:00:00,7.0,2023-12-05 17:00:00,600,23.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Late Afternoon,109,0
2022-08-06,Sat,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5006,Paid,1900-01-01 07:00:00,2.0,2023-12-05 17:00:00,600,36.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Late Afternoon,111,0
2022-08-06,Sat,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5671,Paid,1900-01-01 07:00:00,2.0,2023-12-05 17:00:00,600,38.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Late Afternoon,26,0
2022-08-06,Sat,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5670,Paid,1900-01-01 07:00:00,1.0,2023-12-05 17:00:00,600,17.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Late Afternoon,116,0
2022-08-06,Sat,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,5644,Paid,1900-01-01 08:00:00,,2023-12-05 18:00:00,600,13.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Evening,21,0
2022-08-06,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5648,Paid,1900-01-01 13:00:00,27.0,2023-12-05 19:00:00,360,44.0,0.0,91.0,70.0,2022-08-06,8,2022,Afternoon,Evening,82,0
2022-08-06,Sat,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,11.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Afternoon,65,0
2022-08-06,Sat,Beach Road,Monmouth,Cochnewagon Pond,5622,Paid,1900-01-01 13:00:00,5.0,2023-12-05 19:00:00,360,10.0,0.0,91.0,70.0,2022-08-06,8,2022,Afternoon,Evening,17,0
2022-08-06,Sat,Old Kents Hill Road,Readfield,Torsey Lake,5577,Paid,1900-01-01 07:00:00,2.0,2023-12-05 17:00:00,600,11.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Late Afternoon,16,0
2022-08-06,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 04:50:00,,2023-12-05 07:00:00,130,3.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Early Morning,65,0
2022-08-06,Sat,Whippoorwill Road,Litchfield,Woodbury Pond,5586,Paid,1900-01-01 07:00:00,0.0,2023-12-05 17:00:00,600,48.0,0.0,91.0,70.0,2022-08-06,8,2022,Early Morning,Late Afternoon,33,0
2022-08-06,Sat,Thorofare Rd,Litchfield,Pleasant Pond,2169,Paid,1900-01-01 10:20:00,4.0,2023-12-05 19:00:00,520,34.0,0.0,91.0,70.0,2022-08-06,8,2022,Morning,Evening,59,0
2022-08-07,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5671,Paid,1900-01-01 07:00:00,0.0,2023-12-05 12:30:00,330,16.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Afternoon,26,0
2022-08-07,Sun,Thorofare Rd,Litchfield,Pleasant Pond,3504,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,24.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Afternoon,109,0
2022-08-07,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5633,Paid,1900-01-01 07:06:00,2.0,2023-12-05 13:00:00,354,16.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Afternoon,29,0
2022-08-07,Sun,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5006,Paid,1900-01-01 07:00:00,0.0,2023-12-05 17:00:00,600,44.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Late Afternoon,111,0
2022-08-07,Sun,Whippoorwill Road,Litchfield,Woodbury Pond,5648,Paid,1900-01-01 07:00:00,5.0,2023-12-05 17:00:00,600,57.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Late Afternoon,82,0
2022-08-07,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5580,Paid,1900-01-01 07:00:00,7.0,2023-12-05 17:00:00,600,91.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Late Afternoon,77,0
2022-08-07,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5622,Paid,1900-01-01 07:00:00,1.0,2023-12-05 17:00:00,600,4.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Late Afternoon,17,0
2022-08-07,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5577,Paid,1900-01-01 13:00:00,8.0,2023-12-05 19:00:00,360,26.0,0.0,94.0,72.0,2022-08-07,8,2022,Afternoon,Evening,16,0
2022-08-07,Sun,Beach Road,Monmouth,Cochnewagon Pond,5644,Paid,1900-01-01 13:00:00,2.0,2023-12-05 19:00:00,360,9.0,0.0,94.0,72.0,2022-08-07,8,2022,Afternoon,Evening,21,0
2022-08-07,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5670,Paid,1900-01-01 12:30:00,8.0,2023-12-05 18:45:00,375,14.0,0.0,94.0,72.0,2022-08-07,8,2022,Afternoon,Evening,116,0
2022-08-07,Sun,Wilson Pond Road,Monmouth,Wilson Pond,5305,Paid,1900-01-01 09:00:00,10.0,2023-12-05 14:00:00,300,10.0,0.0,94.0,72.0,2022-08-07,8,2022,Morning,Afternoon,58,0
2022-08-07,Sun,Wilson Pond Road,Monmouth,Wilson Pond,5676,Volunteer,1900-01-01 05:25:00,0.0,2023-12-05 07:30:00,125,8.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Early Morning,3,0
2022-08-07,Sun,Wilson Pond Road,Monmouth,Wilson Pond,5673,Volunteer,1900-01-01 16:00:00,7.0,2023-12-05 17:40:00,100,7.0,0.0,94.0,72.0,2022-08-07,8,2022,Late Afternoon,Late Afternoon,3,0
2022-08-07,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 04:40:00,,2023-12-05 07:00:00,140,5.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Early Morning,65,0
2022-08-07,Sun,Wilson Pond Road,Monmouth,Wilson Pond,5706,Volunteer,1900-01-01 07:00:00,7.0,2023-12-05 09:00:00,120,2.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Morning,15,0
2022-08-07,Sun,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,9.0,0.0,94.0,72.0,2022-08-07,8,2022,Early Morning,Afternoon,65,0
2022-08-07,Sun,Thorofare Rd,Litchfield,Pleasant Pond,2169,Paid,1900-01-01 10:00:00,6.0,2023-12-05 19:00:00,540,17.0,0.0,94.0,72.0,2022-08-07,8,2022,Morning,Evening,59,0
2022-08-08,Mon,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5633,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,4.0,0.03,91.0,72.0,2022-08-08,8,2022,Early Morning,Afternoon,29,0
2022-08-08,Mon,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5580,Paid,1900-01-01 14:00:00,,2023-12-05 19:00:00,300,3.0,0.03,91.0,72.0,2022-08-08,8,2022,Afternoon,Evening,77,0
2022-08-08,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5670,Paid,1900-01-01 13:00:00,4.0,2023-12-05 19:00:00,360,5.0,0.03,91.0,72.0,2022-08-08,8,2022,Afternoon,Evening,116,0
2022-08-08,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5305,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,14.0,0.03,91.0,72.0,2022-08-08,8,2022,Early Morning,Afternoon,58,0
2022-08-09,Tue,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5588,Paid,1900-01-01 07:00:00,,2023-12-05 13:00:00,360,2.0,0.23,83.0,62.0,2022-08-09,8,2022,Early Morning,Afternoon,40,0
2022-08-09,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5633,Paid,1900-01-01 13:00:00,1.0,2023-12-05 19:00:00,360,2.0,0.23,83.0,62.0,2022-08-09,8,2022,Afternoon,Evening,29,0
2022-08-09,Tue,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5670,Paid,1900-01-01 13:00:00,2.0,2023-12-05 19:00:00,360,1.0,0.23,83.0,62.0,2022-08-09,8,2022,Afternoon,Evening,116,0
2022-08-09,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5305,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,4.0,0.23,83.0,62.0,2022-08-09,8,2022,Early Morning,Afternoon,58,0
2022-08-09,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 05:00:00,,2023-12-05 07:00:00,120,1.0,0.23,83.0,62.0,2022-08-09,8,2022,Early Morning,Early Morning,65,0
2022-08-10,Wed,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5633,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,7.0,0.0,72.0,63.0,2022-08-10,8,2022,Early Morning,Afternoon,29,0
2022-08-10,Wed,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5402,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,8.0,0.0,72.0,63.0,2022-08-10,8,2022,Early Morning,Afternoon,37,0
2022-08-10,Wed,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3504,Paid,1900-01-01 13:00:00,8.0,2023-12-05 19:00:00,360,10.0,0.0,72.0,63.0,2022-08-10,8,2022,Afternoon,Evening,109,0
2022-08-10,Wed,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5573,Paid,1900-01-01 13:00:00,,2023-12-05 18:00:00,300,3.0,0.0,72.0,63.0,2022-08-10,8,2022,Afternoon,Evening,23,0
2022-08-10,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 05:11:00,,2023-12-05 07:10:00,119,1.0,0.0,72.0,63.0,2022-08-10,8,2022,Early Morning,Early Morning,65,0
2022-08-11,Thu,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5670,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,10.0,0.0,74.0,62.0,2022-08-11,8,2022,Early Morning,Afternoon,116,0
2022-08-11,Thu,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5588,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,4.0,0.0,74.0,62.0,2022-08-11,8,2022,Early Morning,Afternoon,40,0
2022-08-11,Thu,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5644,Paid,1900-01-01 13:00:00,2.0,2023-12-05 19:00:00,360,6.0,0.0,74.0,62.0,2022-08-11,8,2022,Afternoon,Evening,21,0
2022-08-11,Thu,Whippoorwill Road,Litchfield,Woodbury Pond,5648,Paid,1900-01-01 13:00:00,3.0,2023-12-05 19:00:00,360,13.0,0.0,74.0,62.0,2022-08-11,8,2022,Afternoon,Evening,82,0
2022-08-11,Thu,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,2169,Paid,1900-01-01 13:00:00,6.0,2023-12-05 19:00:00,360,21.0,0.0,74.0,62.0,2022-08-11,8,2022,Afternoon,Evening,59,0
2022-08-11,Thu,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 04:47:00,,2023-12-05 06:58:00,131,3.0,0.0,74.0,62.0,2022-08-11,8,2022,Early Morning,Early Morning,65,0
2022-08-12,Fri,Wilson Pond Road,Monmouth,Wilson Pond,5706,Volunteer,1900-01-01 05:10:00,,2023-12-05 08:00:00,170,2.0,0.1,80.0,60.0,2022-08-12,8,2022,Early Morning,Early Morning,15,0
2022-08-12,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5648,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,18.0,0.1,80.0,60.0,2022-08-12,8,2022,Early Morning,Afternoon,82,0
2022-08-12,Fri,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5633,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,5.0,0.1,80.0,60.0,2022-08-12,8,2022,Early Morning,Afternoon,29,0
2022-08-12,Fri,Whippoorwill Road,Litchfield,Woodbury Pond,5402,Paid,1900-01-01 12:00:00,6.0,2023-12-05 18:00:00,360,21.0,0.1,80.0,60.0,2022-08-12,8,2022,Afternoon,Evening,37,0
2022-08-12,Fri,Thorofare Rd,Litchfield,Pleasant Pond,3504,Paid,1900-01-01 12:00:00,3.0,2023-12-05 18:00:00,360,19.0,0.1,80.0,60.0,2022-08-12,8,2022,Afternoon,Evening,109,0
2022-08-12,Fri,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5573,Paid,1900-01-01 13:00:00,,2023-12-05 19:00:00,360,9.0,0.1,80.0,60.0,2022-08-12,8,2022,Afternoon,Evening,23,0
2022-08-12,Fri,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4174,Paid,1900-01-01 12:00:00,,2023-12-05 18:00:00,360,3.0,0.1,80.0,60.0,2022-08-12,8,2022,Afternoon,Evening,131,0
2022-08-12,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,2169,Paid,1900-01-01 13:00:00,14.0,2023-12-05 19:00:00,360,23.0,0.1,80.0,60.0,2022-08-12,8,2022,Afternoon,Evening,59,0
2022-08-12,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 05:02:00,,2023-12-05 07:00:00,118,2.0,0.1,80.0,60.0,2022-08-12,8,2022,Early Morning,Early Morning,65,0
2022-08-12,Fri,Old Kents Hill Road,Readfield,Torsey Lake,5720,Volunteer,1900-01-01 13:00:00,,2023-12-05 15:00:00,120,1.0,0.1,80.0,60.0,2022-08-12,8,2022,Afternoon,Late Afternoon,1,0
2022-08-13,Sat,Old Kents Hill Road,Readfield,Torsey Lake,4624,Volunteer,1900-01-01 11:00:00,2.0,2023-12-05 13:00:00,120,2.0,0.0,77.0,58.0,2022-08-13,8,2022,Morning,Afternoon,8,0
2022-08-13,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5580,Paid,1900-01-01 07:00:00,4.0,2023-12-05 13:00:00,360,35.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Afternoon,77,0
2022-08-13,Sat,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,5402,Paid,1900-01-01 08:00:00,1.0,2023-12-05 14:00:00,360,7.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Afternoon,37,0
2022-08-13,Sat,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5582,Paid,1900-01-01 11:00:00,4.0,2023-12-05 17:00:00,360,13.0,0.0,77.0,58.0,2022-08-13,8,2022,Morning,Late Afternoon,32,0
2022-08-13,Sat,Wilson Pond Road,Monmouth,Wilson Pond,5671,Paid,1900-01-01 07:00:00,3.0,2023-12-05 17:00:00,600,25.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Late Afternoon,26,0
2022-08-13,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5648,Paid,1900-01-01 13:00:00,21.0,2023-12-05 19:00:00,360,41.0,0.0,77.0,58.0,2022-08-13,8,2022,Afternoon,Evening,82,0
2022-08-13,Sat,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5584,Paid,1900-01-01 13:00:00,4.0,2023-12-05 19:00:00,360,20.0,0.0,77.0,58.0,2022-08-13,8,2022,Afternoon,Evening,14,0
2022-08-13,Sat,Beach Road,Monmouth,Cochnewagon Pond,5670,Paid,1900-01-01 13:00:00,2.0,2023-12-05 19:00:00,360,3.0,0.0,77.0,58.0,2022-08-13,8,2022,Afternoon,Evening,116,0
2022-08-13,Sat,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,5.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Afternoon,65,0
2022-08-13,Sat,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5622,Paid,1900-01-01 07:00:00,2.0,2023-12-05 17:00:00,600,12.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Late Afternoon,17,0
2022-08-13,Sat,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4174,Paid,1900-01-01 14:00:00,0.0,2023-12-05 20:00:00,360,11.0,0.0,77.0,58.0,2022-08-13,8,2022,Afternoon,Night,131,0
2022-08-13,Sat,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5573,Paid,1900-01-01 07:00:00,,2023-12-05 17:00:00,600,14.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Late Afternoon,23,0
2022-08-13,Sat,Thorofare Rd,Litchfield,Pleasant Pond,2169,Paid,1900-01-01 13:00:00,6.0,2023-12-05 19:00:00,360,24.0,0.0,77.0,58.0,2022-08-13,8,2022,Afternoon,Evening,59,0
2022-08-13,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 04:51:00,,2023-12-05 07:03:00,132,4.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Early Morning,65,0
2022-08-13,Sat,Old Kents Hill Road,Readfield,Torsey Lake,5150,Volunteer,1900-01-01 07:00:00,,2023-12-05 09:00:00,120,2.0,0.0,77.0,58.0,2022-08-13,8,2022,Early Morning,Morning,6,0
2022-08-13,Sat,Old Kents Hill Road,Readfield,Torsey Lake,2091,Volunteer,1900-01-01 09:00:00,2.0,2023-12-05 11:00:00,120,2.0,0.0,77.0,58.0,2022-08-13,8,2022,Morning,Morning,6,0
2022-08-13,Sat,Old Kents Hill Road,Readfield,Torsey Lake,1394,Volunteer,1900-01-01 13:00:00,3.0,2023-12-05 15:00:00,120,2.0,0.0,77.0,58.0,2022-08-13,8,2022,Afternoon,Late Afternoon,11,0
2022-08-13,Sat,Old Kents Hill Road,Readfield,Torsey Lake,1292,Volunteer,1900-01-01 17:00:00,2.0,2023-12-05 19:00:00,120,1.0,0.0,77.0,58.0,2022-08-13,8,2022,Late Afternoon,Evening,22,0
2022-08-14,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5580,Paid,1900-01-01 07:00:00,33.0,2023-12-05 13:00:00,360,39.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Afternoon,77,0
2022-08-14,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5105,Paid,1900-01-01 07:00:00,5.0,2023-12-05 13:00:00,360,14.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Afternoon,35,0
2022-08-14,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5670,Paid,1900-01-01 07:00:00,4.0,2023-12-05 13:15:00,375,12.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Afternoon,116,0
2022-08-14,Sun,Wilson Pond Road,Monmouth,Wilson Pond,5579,Paid,1900-01-01 06:58:00,8.0,2023-12-05 18:00:00,662,27.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Evening,16,0
2022-08-14,Sun,Whippoorwill Road,Litchfield,Woodbury Pond,5402,Paid,1900-01-01 07:00:00,1.0,2023-12-05 17:00:00,600,54.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Late Afternoon,37,0
2022-08-14,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5622,Paid,1900-01-01 07:00:00,,2023-12-05 17:00:00,600,9.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Late Afternoon,17,0
2022-08-14,Sun,Beach Road,Monmouth,Cochnewagon Pond,5582,Paid,1900-01-01 13:00:00,4.0,2023-12-05 17:00:00,240,14.0,0.0,75.0,60.0,2022-08-14,8,2022,Afternoon,Late Afternoon,32,0
2022-08-14,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5671,Paid,1900-01-01 13:00:00,11.0,2023-12-05 19:00:00,360,27.0,0.0,75.0,60.0,2022-08-14,8,2022,Afternoon,Evening,26,0
2022-08-14,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5648,Paid,1900-01-01 13:00:00,60.0,2023-12-05 19:00:00,360,41.0,0.0,75.0,60.0,2022-08-14,8,2022,Afternoon,Evening,82,0
2022-08-14,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5582,Paid,1900-01-01 17:30:00,5.0,2023-12-05 19:00:00,90,7.0,0.0,75.0,60.0,2022-08-14,8,2022,Late Afternoon,Evening,32,0
2022-08-14,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5644,Paid,1900-01-01 13:00:00,6.0,2023-12-05 17:40:00,280,18.0,0.0,75.0,60.0,2022-08-14,8,2022,Afternoon,Late Afternoon,21,0
2022-08-14,Sun,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5584,Paid,1900-01-01 09:00:00,20.0,2023-12-05 19:00:00,600,63.0,0.0,75.0,60.0,2022-08-14,8,2022,Morning,Evening,14,0
2022-08-14,Sun,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4174,Paid,1900-01-01 08:00:00,,2023-12-05 18:00:00,600,12.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Evening,131,0
2022-08-14,Sun,Thorofare Rd,Litchfield,Pleasant Pond,2169,Paid,1900-01-01 13:00:00,6.0,2023-12-05 19:00:00,360,25.0,0.0,75.0,60.0,2022-08-14,8,2022,Afternoon,Evening,59,0
2022-08-14,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 04:47:00,,2023-12-05 07:05:00,138,30.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Early Morning,65,0
2022-08-14,Sun,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,14.0,0.0,75.0,60.0,2022-08-14,8,2022,Early Morning,Afternoon,65,0
2022-08-15,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5580,Paid,1900-01-01 07:00:00,,2023-12-05 13:00:00,360,19.0,0.0,83.0,58.0,2022-08-15,8,2022,Early Morning,Afternoon,77,0
2022-08-15,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5670,Paid,1900-01-01 13:00:00,6.0,2023-12-05 19:00:00,360,15.0,0.0,83.0,58.0,2022-08-15,8,2022,Afternoon,Evening,116,0
2022-08-15,Mon,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5305,Paid,1900-01-01 11:00:00,0.0,2023-12-05 17:00:00,360,1.0,0.0,83.0,58.0,2022-08-15,8,2022,Morning,Late Afternoon,58,0
2022-08-16,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3504,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,12.0,0.0,85.0,60.0,2022-08-16,8,2022,Early Morning,Afternoon,109,0
2022-08-16,Tue,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5588,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,5.0,0.0,85.0,60.0,2022-08-16,8,2022,Early Morning,Afternoon,40,0
2022-08-16,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5670,Paid,1900-01-01 13:00:00,3.0,2023-12-05 18:30:00,330,3.0,0.0,85.0,60.0,2022-08-16,8,2022,Afternoon,Evening,116,0
2022-08-16,Tue,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5580,Paid,1900-01-01 13:00:00,,2023-12-05 19:00:00,360,4.0,0.0,85.0,60.0,2022-08-16,8,2022,Afternoon,Evening,77,0
2022-08-16,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5637,Volunteer,1900-01-01 04:50:00,,2023-12-05 07:00:00,130,2.0,0.0,85.0,60.0,2022-08-16,8,2022,Early Morning,Early Morning,65,0
2022-08-17,Wed,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5402,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,2.0,0.05,84.0,65.0,2022-08-17,8,2022,Early Morning,Afternoon,37,0
2022-08-17,Wed,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5580,Paid,1900-01-01 07:00:00,,2023-12-05 13:00:00,360,6.0,0.05,84.0,65.0,2022-08-17,8,2022,Early Morning,Afternoon,77,0
