DATE1,DAY_OF_WEEK,SITE_NAME,TOWN,WATERBODY,INSPECTOR_ID,PAY_VOL,SHIFT_START,TRAILERS,SHIFT_END,SHIFT_LENGTH,TOTALINSP,PRCP,TMAX,TMIN,DATE,month,year,SHIFT_START_CATEGORY,SHIFT_END_CATEGORY,ID_COUNT,holiday
2021-08-01,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5367,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,9.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Afternoon,12,0
2021-08-01,Sun,Wilson Pond Road,Monmouth,Wilson Pond,4770,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,14.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Afternoon,29,0
2021-08-01,Sun,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 07:00:00,1.0,2023-12-05 17:00:00,600,35.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Late Afternoon,29,0
2021-08-01,Sun,Thorofare Rd,Litchfield,Pleasant Pond,4944,Paid,1900-01-01 07:00:00,8.0,2023-12-05 17:00:00,600,71.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Late Afternoon,57,0
2021-08-01,Sun,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4771,Paid,1900-01-01 08:00:00,0.0,2023-12-05 18:00:00,600,13.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Evening,55,0
2021-08-01,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5353,Paid,1900-01-01 13:00:00,1.0,2023-12-05 19:00:00,360,1.0,0.0,77.0,54.0,2021-08-01,8,2021,Afternoon,Evening,31,0
2021-08-01,Sun,Wilson Pond Road,Monmouth,Wilson Pond,5386,Paid,1900-01-01 13:00:00,7.0,2023-12-05 19:00:00,360,14.0,0.0,77.0,54.0,2021-08-01,8,2021,Afternoon,Evening,17,0
2021-08-01,Sun,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5222,Paid,1900-01-01 13:00:00,16.0,2023-12-05 19:00:00,360,31.0,0.0,77.0,54.0,2021-08-01,8,2021,Afternoon,Evening,16,0
2021-08-01,Sun,Old Kents Hill Road,Readfield,Torsey Lake,1394,Volunteer,1900-01-01 11:00:00,3.0,2023-12-05 13:00:00,120,4.0,0.0,77.0,54.0,2021-08-01,8,2021,Morning,Afternoon,11,0
2021-08-01,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3796,Paid,1900-01-01 07:00:00,3.0,2023-12-05 17:00:00,600,83.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Late Afternoon,113,0
2021-08-01,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5402,Paid,1900-01-01 13:00:00,7.0,2023-12-05 19:00:00,360,9.0,0.0,77.0,54.0,2021-08-01,8,2021,Afternoon,Evening,37,0
2021-08-01,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5305,Paid,1900-01-01 07:00:00,1.0,2023-12-05 17:00:00,600,32.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Late Afternoon,58,0
2021-08-01,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5006,Paid,1900-01-01 07:45:00,1.0,2023-12-05 13:00:00,315,11.0,0.0,77.0,54.0,2021-08-01,8,2021,Early Morning,Afternoon,111,0
2021-08-02,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5105,Paid,1900-01-01 12:00:00,3.0,2023-12-05 17:00:00,300,6.0,0.78,73.0,59.0,2021-08-02,8,2021,Afternoon,Late Afternoon,35,0
2021-08-02,Mon,Old Kents Hill Road,Readfield,Torsey Lake,1292,Volunteer,1900-01-01 08:00:00,,2023-12-05 10:00:00,120,0.0,0.78,73.0,59.0,2021-08-02,8,2021,Early Morning,Morning,22,0
2021-08-03,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4769,Paid,1900-01-01 07:00:00,1.0,2023-12-05 12:00:00,300,23.0,0.04,77.0,53.0,2021-08-03,8,2021,Early Morning,Afternoon,56,0
2021-08-03,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3796,Paid,1900-01-01 12:00:00,12.0,2023-12-05 17:00:00,300,38.0,0.04,77.0,53.0,2021-08-03,8,2021,Afternoon,Late Afternoon,113,0
2021-08-04,Wed,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4771,Paid,1900-01-01 12:00:00,9.0,2023-12-05 17:00:00,300,14.0,0.0,82.0,59.0,2021-08-04,8,2021,Afternoon,Late Afternoon,55,0
2021-08-04,Wed,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5305,Paid,1900-01-01 07:00:00,2.0,2023-12-05 12:00:00,300,10.0,0.0,82.0,59.0,2021-08-04,8,2021,Early Morning,Afternoon,58,0
2021-08-05,Thu,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5105,Paid,1900-01-01 07:00:00,0.0,2023-12-05 11:30:00,270,3.0,0.01,83.0,63.0,2021-08-05,8,2021,Early Morning,Morning,35,0
2021-08-05,Thu,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 13:00:00,1.0,2023-12-05 19:00:00,360,8.0,0.01,83.0,63.0,2021-08-05,8,2021,Afternoon,Evening,29,0
2021-08-06,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3504,Paid,1900-01-01 07:00:00,5.0,2023-12-05 12:00:00,300,14.0,0.19,68.0,63.0,2021-08-06,8,2021,Early Morning,Afternoon,109,0
2021-08-06,Fri,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 12:00:00,8.0,2023-12-05 18:00:00,360,20.0,0.19,68.0,63.0,2021-08-06,8,2021,Afternoon,Evening,29,0
2021-08-06,Fri,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5402,Paid,1900-01-01 12:00:00,3.0,2023-12-05 18:00:00,360,8.0,0.19,68.0,63.0,2021-08-06,8,2021,Afternoon,Evening,37,0
2021-08-06,Fri,Old Kents Hill Road,Readfield,Torsey Lake,4624,Volunteer,1900-01-01 15:00:00,1.0,2023-12-05 17:00:00,120,2.0,0.19,68.0,63.0,2021-08-06,8,2021,Late Afternoon,Late Afternoon,8,0
2021-08-06,Fri,Thorofare Rd,Litchfield,Pleasant Pond,4771,Paid,1900-01-01 12:00:00,4.0,2023-12-05 17:00:00,300,9.0,0.19,68.0,63.0,2021-08-06,8,2021,Afternoon,Late Afternoon,55,0
2021-08-06,Fri,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4769,Paid,1900-01-01 12:00:00,6.0,2023-12-05 17:00:00,300,13.0,0.19,68.0,63.0,2021-08-06,8,2021,Afternoon,Late Afternoon,56,0
2021-08-06,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3796,Paid,1900-01-01 12:00:00,12.0,2023-12-05 17:00:00,300,33.0,0.19,68.0,63.0,2021-08-06,8,2021,Afternoon,Late Afternoon,113,0
2021-08-07,Sat,Old Kents Hill Road,Readfield,Torsey Lake,5222,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,6.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Afternoon,16,0
2021-08-07,Sat,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,29.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Afternoon,29,0
2021-08-07,Sat,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,4488,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,52.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Afternoon,10,0
2021-08-07,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5105,Paid,1900-01-01 07:00:00,7.0,2023-12-05 13:00:00,360,60.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Afternoon,35,0
2021-08-07,Sat,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,2.0,2023-12-05 15:00:00,480,35.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Late Afternoon,65,0
2021-08-07,Sat,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,3504,Paid,1900-01-01 07:00:00,1.0,2023-12-05 17:00:00,600,23.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Late Afternoon,109,0
2021-08-07,Sat,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5353,Paid,1900-01-01 13:00:00,28.0,2023-12-05 19:00:00,360,33.0,0.0,88.0,61.0,2021-08-07,8,2021,Afternoon,Evening,31,0
2021-08-07,Sat,Wilson Pond Road,Monmouth,Wilson Pond,5386,Paid,1900-01-01 13:00:00,4.0,2023-12-05 19:00:00,360,14.0,0.0,88.0,61.0,2021-08-07,8,2021,Afternoon,Evening,17,0
2021-08-07,Sat,Whippoorwill Road,Litchfield,Woodbury Pond,4771,Paid,1900-01-01 13:00:00,15.0,2023-12-05 19:00:00,360,75.0,0.0,88.0,61.0,2021-08-07,8,2021,Afternoon,Evening,55,0
2021-08-07,Sat,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4769,Paid,1900-01-01 14:00:00,1.0,2023-12-05 20:00:00,360,12.0,0.0,88.0,61.0,2021-08-07,8,2021,Afternoon,Night,56,0
2021-08-07,Sat,Wilson Pond Road,Monmouth,Wilson Pond,4770,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,8.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Afternoon,29,0
2021-08-07,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4715,Paid,1900-01-01 13:00:00,28.0,2023-12-05 14:10:00,70,5.0,0.0,88.0,61.0,2021-08-07,8,2021,Afternoon,Afternoon,11,0
2021-08-07,Sat,Thorofare Rd,Litchfield,Pleasant Pond,4944,Paid,1900-01-01 07:00:00,2.0,2023-12-05 14:30:00,450,41.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Afternoon,57,0
2021-08-07,Sat,Beach Road,Monmouth,Cochnewagon Pond,4174,Paid,1900-01-01 15:00:00,5.0,2023-12-05 19:00:00,240,13.0,0.0,88.0,61.0,2021-08-07,8,2021,Late Afternoon,Evening,131,0
2021-08-07,Sat,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,3796,Paid,1900-01-01 07:00:00,2.0,2023-12-05 17:00:00,600,49.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Late Afternoon,113,0
2021-08-07,Sat,Old Kents Hill Road,Readfield,Torsey Lake,5006,Paid,1900-01-01 13:00:00,3.0,2023-12-05 19:00:00,360,3.0,0.0,88.0,61.0,2021-08-07,8,2021,Afternoon,Evening,111,0
2021-08-07,Sat,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,5305,Paid,1900-01-01 08:00:00,1.0,2023-12-05 14:00:00,360,22.0,0.0,88.0,61.0,2021-08-07,8,2021,Early Morning,Afternoon,58,0
2021-08-08,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5222,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,5.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,16,0
2021-08-08,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4715,Paid,1900-01-01 07:00:00,19.0,2023-12-05 13:00:00,360,17.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,11,0
2021-08-08,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5367,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,5.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,12,0
2021-08-08,Sun,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5001,Paid,1900-01-01 07:00:00,10.0,2023-12-05 13:00:00,360,16.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,7,0
2021-08-08,Sun,Whippoorwill Road,Litchfield,Woodbury Pond,5402,Paid,1900-01-01 07:00:00,4.0,2023-12-05 13:00:00,360,19.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,37,0
2021-08-08,Sun,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,18.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,65,0
2021-08-08,Sun,Wilson Pond Road,Monmouth,Wilson Pond,4770,Paid,1900-01-01 07:00:00,0.0,2023-12-05 13:00:00,360,2.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,29,0
2021-08-08,Sun,Thorofare Rd,Litchfield,Pleasant Pond,3504,Paid,1900-01-01 10:00:00,14.0,2023-12-05 18:00:00,480,63.0,0.0,88.0,67.0,2021-08-08,8,2021,Morning,Evening,109,0
2021-08-08,Sun,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 13:00:00,9.0,2023-12-05 19:00:00,360,37.0,0.0,88.0,67.0,2021-08-08,8,2021,Afternoon,Evening,29,0
2021-08-08,Sun,Wilson Pond Road,Monmouth,Wilson Pond,5386,Paid,1900-01-01 13:00:00,2.0,2023-12-05 19:00:00,360,7.0,0.0,88.0,67.0,2021-08-08,8,2021,Afternoon,Evening,17,0
2021-08-08,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5105,Paid,1900-01-01 13:00:00,35.0,2023-12-05 19:00:00,360,65.0,0.0,88.0,67.0,2021-08-08,8,2021,Afternoon,Evening,35,0
2021-08-08,Sun,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5353,Paid,1900-01-01 13:00:00,10.0,2023-12-05 19:00:00,360,22.0,0.0,88.0,67.0,2021-08-08,8,2021,Afternoon,Evening,31,0
2021-08-08,Sun,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4769,Paid,1900-01-01 14:00:00,3.0,2023-12-05 20:00:00,360,6.0,0.0,88.0,67.0,2021-08-08,8,2021,Afternoon,Night,56,0
2021-08-08,Sun,Beach Road,Monmouth,Cochnewagon Pond,4174,Paid,1900-01-01 13:00:00,5.0,2023-12-05 19:00:00,360,28.0,0.0,88.0,67.0,2021-08-08,8,2021,Afternoon,Evening,131,0
2021-08-08,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,3796,Paid,1900-01-01 07:00:00,5.0,2023-12-05 17:00:00,600,40.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Late Afternoon,113,0
2021-08-08,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5006,Paid,1900-01-01 13:00:00,1.0,2023-12-05 19:00:00,360,7.0,0.0,88.0,67.0,2021-08-08,8,2021,Afternoon,Evening,111,0
2021-08-08,Sun,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,5305,Paid,1900-01-01 08:00:00,0.0,2023-12-05 14:00:00,360,8.0,0.0,88.0,67.0,2021-08-08,8,2021,Early Morning,Afternoon,58,0
2021-08-09,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3504,Paid,1900-01-01 07:00:00,3.0,2023-12-05 12:00:00,300,8.0,0.0,87.0,65.0,2021-08-09,8,2021,Early Morning,Afternoon,109,0
2021-08-09,Mon,Old Kents Hill Road,Readfield,Torsey Lake,5150,Volunteer,1900-01-01 08:00:00,0.0,2023-12-05 10:00:00,120,1.0,0.0,87.0,65.0,2021-08-09,8,2021,Early Morning,Morning,6,0
2021-08-09,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4174,Paid,1900-01-01 12:00:00,4.0,2023-12-05 17:00:00,300,7.0,0.0,87.0,65.0,2021-08-09,8,2021,Afternoon,Late Afternoon,131,0
2021-08-10,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4769,Paid,1900-01-01 07:00:00,1.0,2023-12-05 12:00:00,300,8.0,0.0,79.0,65.0,2021-08-10,8,2021,Early Morning,Afternoon,56,0
2021-08-10,Tue,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3796,Paid,1900-01-01 12:00:00,5.0,2023-12-05 17:00:00,300,18.0,0.0,79.0,65.0,2021-08-10,8,2021,Afternoon,Late Afternoon,113,0
2021-08-11,Wed,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4771,Paid,1900-01-01 12:00:00,8.0,2023-12-05 17:00:00,300,14.0,0.0,81.0,67.0,2021-08-11,8,2021,Afternoon,Late Afternoon,55,0
2021-08-11,Wed,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5305,Paid,1900-01-01 07:00:00,2.0,2023-12-05 12:00:00,300,10.0,0.0,81.0,67.0,2021-08-11,8,2021,Early Morning,Afternoon,58,0
2021-08-12,Thu,Old Kents Hill Road,Readfield,Torsey Lake,5353,Paid,1900-01-01 07:00:00,0.0,2023-12-05 12:00:00,300,0.0,0.01,83.0,68.0,2021-08-12,8,2021,Early Morning,Afternoon,31,0
2021-08-12,Thu,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4769,Paid,1900-01-01 07:00:00,0.0,2023-12-05 15:00:00,480,17.0,0.01,83.0,68.0,2021-08-12,8,2021,Early Morning,Late Afternoon,56,0
2021-08-12,Thu,Whippoorwill Road,Litchfield,Woodbury Pond,5402,Paid,1900-01-01 12:00:00,1.0,2023-12-05 17:00:00,300,6.0,0.01,83.0,68.0,2021-08-12,8,2021,Afternoon,Late Afternoon,37,0
2021-08-13,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,5367,Paid,1900-01-01 07:00:00,1.0,2023-12-05 12:00:00,300,11.0,0.0,94.0,71.0,2021-08-13,8,2021,Early Morning,Afternoon,12,0
2021-08-13,Fri,Old Kents Hill Road,Readfield,Torsey Lake,5222,Paid,1900-01-01 07:00:00,1.0,2023-12-05 12:00:00,300,2.0,0.0,94.0,71.0,2021-08-13,8,2021,Early Morning,Afternoon,16,0
2021-08-13,Fri,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,5402,Paid,1900-01-01 12:00:00,5.0,2023-12-05 18:00:00,360,20.0,0.0,94.0,71.0,2021-08-13,8,2021,Afternoon,Evening,37,0
2021-08-13,Fri,Thorofare Rd,Litchfield,Pleasant Pond,4771,Paid,1900-01-01 12:00:00,3.0,2023-12-05 18:00:00,360,20.0,0.0,94.0,71.0,2021-08-13,8,2021,Afternoon,Evening,55,0
2021-08-13,Fri,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 12:00:00,8.0,2023-12-05 18:00:00,360,19.0,0.0,94.0,71.0,2021-08-13,8,2021,Afternoon,Evening,29,0
2021-08-13,Fri,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4769,Paid,1900-01-01 12:00:00,1.0,2023-12-05 18:00:00,360,8.0,0.0,94.0,71.0,2021-08-13,8,2021,Afternoon,Evening,56,0
2021-08-13,Fri,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3796,Paid,1900-01-01 12:00:00,12.0,2023-12-05 18:00:00,360,54.0,0.0,94.0,71.0,2021-08-13,8,2021,Afternoon,Evening,113,0
2021-08-14,Sat,Old Kents Hill Road,Readfield,Torsey Lake,5411,Volunteer,1900-01-01 07:00:00,0.0,2023-12-05 09:00:00,120,1.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Morning,5,0
2021-08-14,Sat,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5222,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,6.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Afternoon,16,0
2021-08-14,Sat,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,4488,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,12.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Afternoon,10,0
2021-08-14,Sat,Wilson Pond Road,Monmouth,Wilson Pond,4770,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,7.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Afternoon,29,0
2021-08-14,Sat,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,5.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Afternoon,65,0
2021-08-14,Sat,Whippoorwill Road,Litchfield,Woodbury Pond,4771,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,23.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Afternoon,55,0
2021-08-14,Sat,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,3504,Paid,1900-01-01 13:00:00,1.0,2023-12-05 19:00:00,360,18.0,0.0,94.0,69.0,2021-08-14,8,2021,Afternoon,Evening,109,0
2021-08-14,Sat,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5353,Paid,1900-01-01 13:00:00,1.0,2023-12-05 19:00:00,360,7.0,0.0,94.0,69.0,2021-08-14,8,2021,Afternoon,Evening,31,0
2021-08-14,Sat,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4769,Paid,1900-01-01 14:00:00,1.0,2023-12-05 20:00:00,360,0.0,0.0,94.0,69.0,2021-08-14,8,2021,Afternoon,Night,56,0
2021-08-14,Sat,Thorofare Rd,Litchfield,Pleasant Pond,4944,Paid,1900-01-01 07:00:00,2.0,2023-12-05 17:00:00,600,29.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Late Afternoon,57,0
2021-08-14,Sat,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 13:00:00,6.0,2023-12-05 19:00:00,360,8.0,0.0,94.0,69.0,2021-08-14,8,2021,Afternoon,Evening,29,0
2021-08-14,Sat,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,5305,Paid,1900-01-01 08:00:00,1.0,2023-12-05 14:00:00,360,5.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Afternoon,58,0
2021-08-14,Sat,Old Kents Hill Road,Readfield,Torsey Lake,1394,Volunteer,1900-01-01 11:00:00,1.0,2023-12-05 13:00:00,120,1.0,0.0,94.0,69.0,2021-08-14,8,2021,Morning,Afternoon,11,0
2021-08-14,Sat,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3796,Paid,1900-01-01 07:00:00,7.0,2023-12-05 17:00:00,600,40.0,0.0,94.0,69.0,2021-08-14,8,2021,Early Morning,Late Afternoon,113,0
2021-08-14,Sat,Wilson Pond Road,Monmouth,Wilson Pond,4174,Paid,1900-01-01 13:00:00,,2023-12-05 19:30:00,390,8.0,0.0,94.0,69.0,2021-08-14,8,2021,Afternoon,Evening,131,0
2021-08-14,Sat,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5006,Paid,1900-01-01 13:00:00,4.0,2023-12-05 19:00:00,360,11.0,0.0,94.0,69.0,2021-08-14,8,2021,Afternoon,Evening,111,0
2021-08-15,Sun,Whippoorwill Road,Litchfield,Woodbury Pond,3504,Paid,1900-01-01 07:30:00,0.0,2023-12-05 13:00:00,330,35.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Afternoon,109,0
2021-08-15,Sun,Beach Road,Monmouth,Cochnewagon Pond,5306,Paid,1900-01-01 07:00:00,1.0,2023-12-05 13:00:00,360,16.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Afternoon,65,0
2021-08-15,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5222,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,8.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Afternoon,16,0
2021-08-15,Sun,Thorofare Rd,Litchfield,Pleasant Pond,4944,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,28.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Afternoon,57,0
2021-08-15,Sun,Wilson Pond Road,Monmouth,Wilson Pond,4770,Paid,1900-01-01 07:00:00,2.0,2023-12-05 13:00:00,360,10.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Afternoon,29,0
2021-08-15,Sun,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5001,Paid,1900-01-01 07:00:00,3.0,2023-12-05 13:00:00,360,18.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Afternoon,7,0
2021-08-15,Sun,Thorofare Rd,Litchfield,Pleasant Pond,3504,Paid,1900-01-01 13:30:00,10.0,2023-12-05 17:00:00,210,21.0,0.34,89.0,60.0,2021-08-15,8,2021,Afternoon,Late Afternoon,109,0
2021-08-15,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5386,Paid,1900-01-01 13:00:00,9.0,2023-12-05 19:00:00,360,24.0,0.34,89.0,60.0,2021-08-15,8,2021,Afternoon,Evening,17,0
2021-08-15,Sun,Rt 41 North Basin Maranacook,Readfield,Maranacook Lake,5353,Paid,1900-01-01 13:00:00,8.0,2023-12-05 19:00:00,360,32.0,0.34,89.0,60.0,2021-08-15,8,2021,Afternoon,Evening,31,0
2021-08-15,Sun,East Winthrop Cobbosseecontee,Winthrop,Cobbosseecontee Lake,4771,Paid,1900-01-01 11:00:00,7.0,2023-12-05 19:00:00,480,62.0,0.34,89.0,60.0,2021-08-15,8,2021,Morning,Evening,55,0
2021-08-15,Sun,Holmes Road Annabessacook,Winthrop,Annabessacook Lake,4769,Paid,1900-01-01 08:00:00,1.0,2023-12-05 18:00:00,600,13.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Evening,56,0
2021-08-15,Sun,Whippoorwill Road,Litchfield,Woodbury Pond,5304,Paid,1900-01-01 13:00:00,16.0,2023-12-05 19:00:00,360,16.0,0.34,89.0,60.0,2021-08-15,8,2021,Afternoon,Evening,29,0
2021-08-15,Sun,Wilson Pond Road,Monmouth,Wilson Pond,4174,Paid,1900-01-01 13:00:00,4.0,2023-12-05 19:00:00,360,15.0,0.34,89.0,60.0,2021-08-15,8,2021,Afternoon,Evening,131,0
2021-08-15,Sun,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3796,Paid,1900-01-01 07:00:00,6.0,2023-12-05 17:00:00,600,95.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Late Afternoon,113,0
2021-08-15,Sun,Norcross Point South Basin Maranacook,Winthrop,Maranacook Lake,5305,Paid,1900-01-01 07:00:00,4.0,2023-12-05 13:00:00,360,20.0,0.34,89.0,60.0,2021-08-15,8,2021,Early Morning,Afternoon,58,0
2021-08-15,Sun,Old Kents Hill Road,Readfield,Torsey Lake,5006,Paid,1900-01-01 13:00:00,4.0,2023-12-05 19:00:00,360,4.0,0.34,89.0,60.0,2021-08-15,8,2021,Afternoon,Evening,111,0
2021-08-16,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,3504,Paid,1900-01-01 07:00:00,0.0,2023-12-05 12:00:00,300,10.0,0.0,78.0,53.0,2021-08-16,8,2021,Early Morning,Afternoon,109,0
2021-08-16,Mon,Launch Drive Cobbosseecontee,Monmouth,Cobbosseecontee Lake,4174,Paid,1900-01-01 12:00:00,5.0,2023-12-05 17:00:00,300,13.0,0.0,78.0,53.0,2021-08-16,8,2021,Afternoon,Late Afternoon,131,0
