SITE_NAME,DATE1,DAY_OF_WEEK,INSPECTOR_ID,PAY_VOL,SHIFT_START,SHIFT_END,TOTALINSP,NUMINVASIVE,TOWN,WATERBODY,SHIFT_LENGTH,DATE,month,year
Launch Drive Cobbosseecontee,06/18/2022,Sat,5402,1,07:00,13:00,16.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-18,6,2022
Augusta West Kampground,06/18/2022,Sat,4174,1,08:00,17:11,3.0,0.0,Winthrop,Annabessacook Lake,551.0,2022-06-18,6,2022
Wilson Pond Road,06/18/2022,Sat,3504,1,06:45,16:45,18.0,0.0,Monmouth,Wilson Pond,600.0,2022-06-18,6,2022
Rt 41 North Basin Maranacook,06/18/2022,Sat,5573,1,07:00,17:00,9.0,0.0,Readfield,Maranacook Lake,600.0,2022-06-18,6,2022
Augusta West Kampground,06/19/2022,Sun,5105,1,08:00,18:00,3.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-06-19,6,2022
Whippoorwill Road,06/19/2022,Sun,3504,1,06:45,16:45,4.0,0.0,Litchfield,Woodbury Pond,600.0,2022-06-19,6,2022
Beach Road,06/19/2022,Sun,5622,1,07:00,13:00,0.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-06-19,6,2022
Launch Drive Cobbosseecontee,06/19/2022,Sun,5582,1,07:00,13:00,10.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-19,6,2022
Thorofare Rd,06/19/2022,Sun,4944,1,07:00,13:00,5.0,0.0,Litchfield,Pleasant Pond,360.0,2022-06-19,6,2022
East Winthrop Cobbosseecontee,06/19/2022,Sun,5573,1,07:00,13:00,1.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-19,6,2022
Wilson Pond Road,06/19/2022,Sun,4174,1,13:00,19:00,1.0,0.0,Monmouth,Wilson Pond,360.0,2022-06-19,6,2022
Rt 41 North Basin Maranacook,06/19/2022,Sun,5586,1,13:00,19:00,0.0,0.0,Readfield,Maranacook Lake,360.0,2022-06-19,6,2022
East Winthrop Cobbosseecontee,06/19/2022,Sun,5402,1,13:00,19:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-19,6,2022
Old Kents Hill Road,06/19/2022,Sun,5588,1,07:00,17:00,1.0,0.0,Readfield,Torsey Lake,600.0,2022-06-19,6,2022
Norcross Point South Basin Maranacook,06/19/2022,Sun,5006,1,07:00,17:00,5.0,0.0,Winthrop,Maranacook Lake,600.0,2022-06-19,6,2022
Launch Drive Cobbosseecontee,06/19/2022,Sun,3796,1,13:00,19:00,5.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-19,6,2022
Launch Drive Cobbosseecontee,06/20/2022,Mon,5579,1,06:50,13:09,12.0,0.0,Monmouth,Cobbosseecontee Lake,379.0,2022-06-20,6,2022
East Winthrop Cobbosseecontee,06/20/2022,Mon,5588,1,13:00,19:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-20,6,2022
East Winthrop Cobbosseecontee,06/20/2022,Mon,5573,1,07:00,13:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-20,6,2022
Launch Drive Cobbosseecontee,06/20/2022,Mon,5105,1,13:15,18:15,14.0,0.0,Monmouth,Cobbosseecontee Lake,300.0,2022-06-20,6,2022
Launch Drive Cobbosseecontee,06/21/2022,Tue,5579,1,06:54,14:01,12.0,0.0,Monmouth,Cobbosseecontee Lake,427.0,2022-06-21,6,2022
East Winthrop Cobbosseecontee,06/21/2022,Tue,5588,1,07:00,13:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-21,6,2022
Launch Drive Cobbosseecontee,06/22/2022,Wed,3504,1,12:45,18:45,9.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-22,6,2022
East Winthrop Cobbosseecontee,06/22/2022,Wed,5305,1,07:00,14:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,420.0,2022-06-22,6,2022
Wilson Pond Road,06/22/2022,Wed,5631,0,08:20,09:05,0.0,0.0,Monmouth,Wilson Pond,45.0,2022-06-22,6,2022
Launch Drive Cobbosseecontee,06/22/2022,Wed,5580,1,07:00,13:00,14.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-22,6,2022
Wilson Pond Road,06/22/2022,Wed,5632,0,08:20,09:05,0.0,0.0,Monmouth,Wilson Pond,45.0,2022-06-22,6,2022
East Winthrop Cobbosseecontee,06/23/2022,Thu,5580,1,07:00,13:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-23,6,2022
Launch Drive Cobbosseecontee,06/23/2022,Thu,5637,0,05:00,08:30,2.0,0.0,Monmouth,Cobbosseecontee Lake,210.0,2022-06-23,6,2022
East Winthrop Cobbosseecontee,06/23/2022,Thu,5633,1,13:00,19:00,3.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-23,6,2022
Launch Drive Cobbosseecontee,06/23/2022,Thu,2169,1,09:00,19:00,11.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-06-23,6,2022
Launch Drive Cobbosseecontee,06/24/2022,Fri,2169,1,09:00,17:00,27.0,0.0,Monmouth,Cobbosseecontee Lake,480.0,2022-06-24,6,2022
Thorofare Rd,06/24/2022,Fri,5586,1,12:00,18:00,32.0,0.0,Litchfield,Pleasant Pond,360.0,2022-06-24,6,2022
Whippoorwill Road,06/24/2022,Fri,3504,1,12:00,18:00,27.0,0.0,Litchfield,Woodbury Pond,360.0,2022-06-24,6,2022
East Winthrop Cobbosseecontee,06/24/2022,Fri,5581,1,07:00,13:00,6.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-24,6,2022
Augusta West Kampground,06/24/2022,Fri,4174,1,12:00,18:00,7.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-06-24,6,2022
East Winthrop Cobbosseecontee,06/24/2022,Fri,5633,1,13:09,19:10,15.0,5.0,Winthrop,Cobbosseecontee Lake,361.0,2022-06-24,6,2022
Norcross Point South Basin Maranacook,06/25/2022,Sat,5577,1,13:00,19:00,26.0,0.0,Winthrop,Maranacook Lake,360.0,2022-06-25,6,2022
Whippoorwill Road,06/25/2022,Sat,2169,1,13:00,19:00,55.0,0.0,Litchfield,Woodbury Pond,360.0,2022-06-25,6,2022
Augusta West Kampground,06/25/2022,Sat,4174,1,08:00,18:00,16.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-06-25,6,2022
Beach Road,06/25/2022,Sat,5622,1,07:00,18:00,19.0,0.0,Monmouth,Cochnewagon Pond,660.0,2022-06-25,6,2022
Wilson Pond Road,06/25/2022,Sat,3504,1,07:00,17:00,20.0,0.0,Monmouth,Wilson Pond,600.0,2022-06-25,6,2022
Old Kents Hill Road,06/25/2022,Sat,5633,1,07:06,17:00,21.0,0.0,Readfield,Torsey Lake,594.0,2022-06-25,6,2022
Thorofare Rd,06/25/2022,Sat,4944,1,07:00,19:00,65.0,0.0,Litchfield,Pleasant Pond,720.0,2022-06-25,6,2022
Norcross Point South Basin Maranacook,06/25/2022,Sat,5006,1,07:00,13:00,30.0,0.0,Winthrop,Maranacook Lake,360.0,2022-06-25,6,2022
Launch Drive Cobbosseecontee,06/25/2022,Sat,3796,1,13:00,19:00,70.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-25,6,2022
Whippoorwill Road,06/25/2022,Sat,5586,1,07:00,13:00,43.0,0.0,Litchfield,Woodbury Pond,360.0,2022-06-25,6,2022
Launch Drive Cobbosseecontee,06/25/2022,Sat,5305,1,07:00,13:00,44.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-25,6,2022
Rt 41 North Basin Maranacook,06/25/2022,Sat,5580,1,07:00,17:00,54.0,0.0,Readfield,Maranacook Lake,600.0,2022-06-25,6,2022
Wilson Pond Road,06/26/2022,Sun,3504,1,07:00,17:00,30.0,0.0,Monmouth,Wilson Pond,600.0,2022-06-26,6,2022
East Winthrop Cobbosseecontee,06/26/2022,Sun,5305,1,07:00,13:00,22.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-26,6,2022
Beach Road,06/26/2022,Sun,5622,1,07:00,18:00,23.0,0.0,Monmouth,Cochnewagon Pond,660.0,2022-06-26,6,2022
Launch Drive Cobbosseecontee,06/26/2022,Sun,5637,0,05:05,07:00,3.0,0.0,Monmouth,Cobbosseecontee Lake,115.0,2022-06-26,6,2022
Old Kents Hill Road,06/26/2022,Sun,5577,1,07:00,13:00,8.0,0.0,Readfield,Torsey Lake,360.0,2022-06-26,6,2022
Norcross Point South Basin Maranacook,06/26/2022,Sun,5006,1,07:00,17:00,39.0,0.0,Winthrop,Maranacook Lake,600.0,2022-06-26,6,2022
Rt 41 North Basin Maranacook,06/26/2022,Sun,5353,1,07:00,13:00,19.0,0.0,Readfield,Maranacook Lake,360.0,2022-06-26,6,2022
Rt 41 North Basin Maranacook,06/26/2022,Sun,5573,1,13:00,19:00,27.0,0.0,Readfield,Maranacook Lake,360.0,2022-06-26,6,2022
Thorofare Rd,06/26/2022,Sun,2169,1,13:00,19:00,32.0,0.0,Litchfield,Pleasant Pond,360.0,2022-06-26,6,2022
Whippoorwill Road,06/26/2022,Sun,5586,1,07:00,17:00,74.0,0.0,Litchfield,Woodbury Pond,600.0,2022-06-26,6,2022
Augusta West Kampground,06/26/2022,Sun,4174,1,14:00,20:00,8.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-06-26,6,2022
East Winthrop Cobbosseecontee,06/26/2022,Sun,5581,1,13:00,19:00,33.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-26,6,2022
Launch Drive Cobbosseecontee,06/26/2022,Sun,5105,1,07:00,13:00,45.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-26,6,2022
Augusta West Kampground,06/26/2022,Sun,5580,1,08:00,14:00,11.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-06-26,6,2022
Thorofare Rd,06/26/2022,Sun,4944,1,07:00,13:00,36.0,0.0,Litchfield,Pleasant Pond,360.0,2022-06-26,6,2022
Launch Drive Cobbosseecontee,06/27/2022,Mon,5637,0,05:00,09:00,28.0,0.0,Monmouth,Cobbosseecontee Lake,240.0,2022-06-27,6,2022
East Winthrop Cobbosseecontee,06/27/2022,Mon,5586,1,07:00,11:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,240.0,2022-06-27,6,2022
Launch Drive Cobbosseecontee,06/27/2022,Mon,5580,1,07:00,11:40,1.0,0.0,Monmouth,Cobbosseecontee Lake,280.0,2022-06-27,6,2022
Launch Drive Cobbosseecontee,06/27/2022,Mon,5581,1,13:00,19:00,1.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-27,6,2022
East Winthrop Cobbosseecontee,06/27/2022,Mon,5573,1,14:00,19:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,300.0,2022-06-27,6,2022
Launch Drive Cobbosseecontee,06/28/2022,Tue,5580,1,07:00,13:00,10.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-28,6,2022
East Winthrop Cobbosseecontee,06/28/2022,Tue,3504,1,13:00,19:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-28,6,2022
East Winthrop Cobbosseecontee,06/28/2022,Tue,5586,1,07:00,13:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-28,6,2022
Launch Drive Cobbosseecontee,06/28/2022,Tue,5637,1,04:50,07:00,2.0,0.0,Monmouth,Cobbosseecontee Lake,130.0,2022-06-28,6,2022
Launch Drive Cobbosseecontee,06/28/2022,Tue,5581,1,13:00,19:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-28,6,2022
Launch Drive Cobbosseecontee,06/29/2022,Wed,5580,1,07:00,13:00,9.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-29,6,2022
East Winthrop Cobbosseecontee,06/29/2022,Wed,5633,1,06:59,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,361.0,2022-06-29,6,2022
Launch Drive Cobbosseecontee,06/29/2022,Wed,5581,1,13:00,19:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-06-29,6,2022
East Winthrop Cobbosseecontee,06/29/2022,Wed,5573,1,13:00,19:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-29,6,2022
Launch Drive Cobbosseecontee,06/30/2022,Thu,2169,1,09:00,19:00,27.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-06-30,6,2022
Launch Drive Cobbosseecontee,06/30/2022,Thu,5637,0,04:55,07:30,2.0,0.0,Monmouth,Cobbosseecontee Lake,155.0,2022-06-30,6,2022
East Winthrop Cobbosseecontee,06/30/2022,Thu,5586,1,07:00,13:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-30,6,2022
East Winthrop Cobbosseecontee,06/30/2022,Thu,5588,1,13:00,19:00,6.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2022-06-30,6,2022
Whippoorwill Road,07/01/2022,Fri,3504,1,12:00,18:00,37.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-01,7,2022
Thorofare Rd,07/01/2022,Fri,5586,1,12:00,18:00,19.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-01,7,2022
East Winthrop Cobbosseecontee,07/01/2022,Fri,5588,1,07:00,13:00,4.0,3.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-01,7,2022
Launch Drive Cobbosseecontee,07/01/2022,Fri,2169,1,09:00,19:00,71.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-07-01,7,2022
Launch Drive Cobbosseecontee,07/01/2022,Fri,5637,0,04:50,08:00,4.0,0.0,Monmouth,Cobbosseecontee Lake,190.0,2022-07-01,7,2022
East Winthrop Cobbosseecontee,07/01/2022,Fri,5573,1,13:00,19:00,11.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-01,7,2022
Augusta West Kampground,07/01/2022,Fri,4174,1,12:00,18:00,3.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-01,7,2022
Whippoorwill Road,07/02/2022,Sat,5402,1,07:00,17:00,31.0,0.0,Litchfield,Woodbury Pond,600.0,2022-07-02,7,2022
East Winthrop Cobbosseecontee,07/02/2022,Sat,5581,1,13:00,19:00,11.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-02,7,2022
Augusta West Kampground,07/02/2022,Sat,5644,1,08:00,18:00,15.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-07-02,7,2022
Augusta West Kampground,07/02/2022,Sat,5582,1,12:00,13:00,2.0,0.0,Winthrop,Annabessacook Lake,60.0,2022-07-02,7,2022
Launch Drive Cobbosseecontee,07/02/2022,Sat,5637,0,05:10,07:10,2.0,0.0,Monmouth,Cobbosseecontee Lake,120.0,2022-07-02,7,2022
Wilson Pond Road,07/02/2022,Sat,5622,1,07:00,18:00,7.0,0.0,Monmouth,Wilson Pond,660.0,2022-07-02,7,2022
Thorofare Rd,07/02/2022,Sat,4944,1,07:00,13:00,8.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-02,7,2022
Beach Road,07/02/2022,Sat,4174,1,07:00,14:00,7.0,0.0,Monmouth,Cochnewagon Pond,420.0,2022-07-02,7,2022
Launch Drive Cobbosseecontee,07/02/2022,Sat,5580,1,07:00,17:00,47.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-07-02,7,2022
Rt 41 North Basin Maranacook,07/02/2022,Sat,5573,1,07:00,17:00,23.0,0.0,Readfield,Maranacook Lake,600.0,2022-07-02,7,2022
Old Kents Hill Road,07/02/2022,Sat,5588,1,07:15,17:15,8.0,0.0,Readfield,Torsey Lake,600.0,2022-07-02,7,2022
East Winthrop Cobbosseecontee,07/02/2022,Sat,3504,1,06:45,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,375.0,2022-07-02,7,2022
Norcross Point South Basin Maranacook,07/02/2022,Sat,5006,1,07:00,17:00,19.0,0.0,Winthrop,Maranacook Lake,600.0,2022-07-02,7,2022
Thorofare Rd,07/02/2022,Sat,2169,1,13:00,19:00,10.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-02,7,2022
East Winthrop Cobbosseecontee,07/03/2022,Sun,5580,1,13:00,19:00,39.0,12.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-03,7,2022
Launch Drive Cobbosseecontee,07/03/2022,Sun,5637,0,04:55,06:58,4.0,0.0,Monmouth,Cobbosseecontee Lake,123.0,2022-07-03,7,2022
Rt 41 North Basin Maranacook,07/03/2022,Sun,5582,1,12:30,13:00,1.0,0.0,Readfield,Maranacook Lake,30.0,2022-07-03,7,2022
East Winthrop Cobbosseecontee,07/03/2022,Sun,5588,1,07:00,13:00,23.0,5.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-03,7,2022
Thorofare Rd,07/03/2022,Sun,4944,1,07:00,17:00,54.0,0.0,Litchfield,Pleasant Pond,600.0,2022-07-03,7,2022
Whippoorwill Road,07/03/2022,Sun,5586,1,07:00,13:00,37.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-03,7,2022
Augusta West Kampground,07/03/2022,Sun,5577,1,08:00,14:00,8.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-03,7,2022
Whippoorwill Road,07/03/2022,Sun,3796,1,13:00,17:00,61.0,0.0,Litchfield,Woodbury Pond,240.0,2022-07-03,7,2022
Old Kents Hill Road,07/03/2022,Sun,5006,1,07:00,17:00,10.0,0.0,Readfield,Torsey Lake,600.0,2022-07-03,7,2022
Rt 41 North Basin Maranacook,07/03/2022,Sun,5402,1,13:00,19:00,26.0,0.0,Readfield,Maranacook Lake,360.0,2022-07-03,7,2022
Launch Drive Cobbosseecontee,07/03/2022,Sun,5648,1,13:00,18:00,69.0,0.0,Monmouth,Cobbosseecontee Lake,300.0,2022-07-03,7,2022
Augusta West Kampground,07/03/2022,Sun,4174,1,14:00,20:00,13.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-03,7,2022
Wilson Pond Road,07/03/2022,Sun,3504,1,06:50,17:00,17.0,0.0,Monmouth,Wilson Pond,610.0,2022-07-03,7,2022
Beach Road,07/03/2022,Sun,5644,1,09:00,17:00,33.0,0.0,Monmouth,Cochnewagon Pond,480.0,2022-07-03,7,2022
Launch Drive Cobbosseecontee,07/03/2022,Sun,5633,1,07:05,13:00,63.0,1.0,Monmouth,Cobbosseecontee Lake,355.0,2022-07-03,7,2022
Rt 41 North Basin Maranacook,07/03/2022,Sun,5353,1,07:00,10:00,11.0,0.0,Readfield,Maranacook Lake,180.0,2022-07-03,7,2022
Norcross Point South Basin Maranacook,07/03/2022,Sun,5581,1,09:00,17:00,17.0,0.0,Winthrop,Maranacook Lake,480.0,2022-07-03,7,2022
Augusta West Kampground,07/04/2022,Mon,5577,1,08:00,14:00,6.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-04,7,2022
Old Kents Hill Road,07/04/2022,Mon,2091,0,15:00,17:09,3.0,0.0,Readfield,Torsey Lake,129.0,2022-07-04,7,2022
Launch Drive Cobbosseecontee,07/04/2022,Mon,5637,0,05:00,06:55,3.0,0.0,Monmouth,Cobbosseecontee Lake,115.0,2022-07-04,7,2022
Norcross Point South Basin Maranacook,07/04/2022,Mon,5633,1,07:00,17:07,36.0,6.0,Winthrop,Maranacook Lake,607.0,2022-07-04,7,2022
Old Kents Hill Road,07/04/2022,Mon,5006,1,07:00,13:00,11.0,0.0,Readfield,Torsey Lake,360.0,2022-07-04,7,2022
Wilson Pond Road,07/04/2022,Mon,3504,1,06:45,17:00,16.0,0.0,Monmouth,Wilson Pond,615.0,2022-07-04,7,2022
Beach Road,07/04/2022,Mon,4174,1,13:00,19:00,17.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-07-04,7,2022
Augusta West Kampground,07/04/2022,Mon,5644,1,14:00,20:00,9.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-04,7,2022
Launch Drive Cobbosseecontee,07/04/2022,Mon,5580,1,07:00,13:00,41.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-04,7,2022
East Winthrop Cobbosseecontee,07/04/2022,Mon,5586,1,07:00,13:00,16.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-04,7,2022
Launch Drive Cobbosseecontee,07/04/2022,Mon,5582,1,13:00,19:00,51.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-04,7,2022
Whippoorwill Road,07/04/2022,Mon,5402,1,07:00,13:00,31.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-04,7,2022
Old Kents Hill Road,07/04/2022,Mon,1292,0,17:00,19:00,0.0,0.0,Readfield,Torsey Lake,120.0,2022-07-04,7,2022
Thorofare Rd,07/04/2022,Mon,4944,1,07:00,17:00,50.0,0.0,Litchfield,Pleasant Pond,600.0,2022-07-04,7,2022
Whippoorwill Road,07/04/2022,Mon,5648,1,13:00,19:00,41.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-04,7,2022
Old Kents Hill Road,07/04/2022,Mon,1290,0,13:00,15:00,2.0,0.0,Readfield,Torsey Lake,120.0,2022-07-04,7,2022
East Winthrop Cobbosseecontee,07/04/2022,Mon,5581,1,13:00,19:00,11.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-04,7,2022
Old Kents Hill Road,07/05/2022,Tue,5006,1,07:00,13:00,5.0,0.0,Readfield,Torsey Lake,360.0,2022-07-05,7,2022
Launch Drive Cobbosseecontee,07/05/2022,Tue,3504,1,06:45,12:45,11.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-05,7,2022
East Winthrop Cobbosseecontee,07/05/2022,Tue,5581,1,13:00,19:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-05,7,2022
Launch Drive Cobbosseecontee,07/05/2022,Tue,5580,1,13:00,19:00,13.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-05,7,2022
Launch Drive Cobbosseecontee,07/05/2022,Tue,5637,1,04:55,07:20,3.0,0.0,Monmouth,Cobbosseecontee Lake,145.0,2022-07-05,7,2022
Old Kents Hill Road,07/05/2022,Tue,5588,1,13:00,19:00,2.0,0.0,Readfield,Torsey Lake,360.0,2022-07-05,7,2022
East Winthrop Cobbosseecontee,07/05/2022,Tue,5586,1,07:00,13:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-05,7,2022
East Winthrop Cobbosseecontee,07/06/2022,Wed,5633,1,13:00,19:00,12.0,3.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-06,7,2022
Rt 41 North Basin Maranacook,07/06/2022,Wed,5622,1,07:00,17:00,28.0,0.0,Readfield,Maranacook Lake,600.0,2022-07-06,7,2022
East Winthrop Cobbosseecontee,07/06/2022,Wed,5588,1,07:00,13:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-06,7,2022
Launch Drive Cobbosseecontee,07/06/2022,Wed,5648,1,13:00,19:00,4.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-06,7,2022
Old Kents Hill Road,07/06/2022,Wed,5644,1,13:00,19:00,2.0,0.0,Readfield,Torsey Lake,360.0,2022-07-06,7,2022
Launch Drive Cobbosseecontee,07/06/2022,Wed,5637,1,05:00,07:00,2.0,0.0,Monmouth,Cobbosseecontee Lake,120.0,2022-07-06,7,2022
Old Kents Hill Road,07/06/2022,Wed,5006,1,07:00,13:00,0.0,0.0,Readfield,Torsey Lake,360.0,2022-07-06,7,2022
Launch Drive Cobbosseecontee,07/06/2022,Wed,3504,1,06:45,12:45,8.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-06,7,2022
East Winthrop Cobbosseecontee,07/07/2022,Thu,5580,1,09:00,19:00,13.0,1.0,Winthrop,Cobbosseecontee Lake,600.0,2022-07-07,7,2022
Old Kents Hill Road,07/07/2022,Thu,5648,1,07:00,13:00,2.0,0.0,Readfield,Torsey Lake,360.0,2022-07-07,7,2022
Launch Drive Cobbosseecontee,07/07/2022,Thu,2169,1,09:00,19:00,37.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-07-07,7,2022
Old Kents Hill Road,07/07/2022,Thu,5586,1,13:00,17:00,6.0,0.0,Readfield,Torsey Lake,240.0,2022-07-07,7,2022
Whippoorwill Road,07/07/2022,Thu,5402,1,12:00,18:00,32.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-07,7,2022
Launch Drive Cobbosseecontee,07/07/2022,Thu,5637,0,04:52,08:30,8.0,0.0,Monmouth,Cobbosseecontee Lake,218.0,2022-07-07,7,2022
Augusta West Kampground,07/08/2022,Fri,4174,1,12:00,18:00,5.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-08,7,2022
East Winthrop Cobbosseecontee,07/08/2022,Fri,5644,1,13:00,19:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-08,7,2022
Launch Drive Cobbosseecontee,07/08/2022,Fri,2169,1,09:00,19:00,52.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-07-08,7,2022
Thorofare Rd,07/08/2022,Fri,5586,1,12:00,18:00,12.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-08,7,2022
East Winthrop Cobbosseecontee,07/08/2022,Fri,5588,1,07:00,13:00,8.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-08,7,2022
Old Kents Hill Road,07/08/2022,Fri,5622,1,13:00,19:00,2.0,0.0,Readfield,Torsey Lake,360.0,2022-07-08,7,2022
Old Kents Hill Road,07/08/2022,Fri,5648,1,07:00,13:00,2.0,0.0,Readfield,Torsey Lake,360.0,2022-07-08,7,2022
Launch Drive Cobbosseecontee,07/08/2022,Fri,5637,1,05:00,09:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,240.0,2022-07-08,7,2022
Whippoorwill Road,07/08/2022,Fri,5402,1,12:00,18:00,34.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-08,7,2022
Launch Drive Cobbosseecontee,07/09/2022,Sat,5580,1,07:00,13:00,30.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-09,7,2022
Launch Drive Cobbosseecontee,07/09/2022,Sat,5637,0,05:10,07:12,7.0,0.0,Monmouth,Cobbosseecontee Lake,122.0,2022-07-09,7,2022
Thorofare Rd,07/09/2022,Sat,2169,1,13:00,19:00,33.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-09,7,2022
East Winthrop Cobbosseecontee,07/09/2022,Sat,5581,1,13:00,19:00,10.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-09,7,2022
Rt 41 North Basin Maranacook,07/09/2022,Sat,5670,1,13:00,19:00,32.0,0.0,Readfield,Maranacook Lake,360.0,2022-07-09,7,2022
Whippoorwill Road,07/09/2022,Sat,5586,1,13:00,19:00,38.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-09,7,2022
East Winthrop Cobbosseecontee,07/09/2022,Sat,5633,1,07:00,13:00,23.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-09,7,2022
Rt 41 North Basin Maranacook,07/09/2022,Sat,5588,1,07:00,13:00,18.0,0.0,Readfield,Maranacook Lake,360.0,2022-07-09,7,2022
Thorofare Rd,07/09/2022,Sat,4944,1,07:00,13:00,25.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-09,7,2022
Beach Road,07/09/2022,Sat,5648,1,13:00,19:00,19.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-07-09,7,2022
